1.100000E+01	0.000000E+00	-4.046393E-02	-1.387769E-01	-1.961755E-01	1.151500E-02	6.030338E-01	1.444399E+00	2.246169E+00	2.757784E+00	2.882248E+00	2.670326E+00	2.249874E+00	1.754526E+00	1.282758E+00	8.878540E-01	5.862101E-01	3.714653E-01	2.270299E-01	1.343757E-01	7.728848E-02	4.332314E-02	2.372508E-02	1.272041E-02	6.689608E-03	3.456260E-03	1.756843E-03	8.796790E-04	4.343730E-04	
1.200000E+01	0.000000E+00	-2.407836E-02	-9.708864E-02	-1.972751E-01	-1.776970E-01	1.366086E-01	7.738606E-01	1.569489E+00	2.275077E+00	2.699592E+00	2.780080E+00	2.568289E+00	2.174654E+00	1.713431E+00	1.270423E+00	8.941047E-01	6.013882E-01	3.887285E-01	2.425684E-01	1.466768E-01	8.622116E-02	4.940523E-02	2.766014E-02	1.516136E-02	8.150662E-03	4.304207E-03	2.235811E-03	1.143794E-03	
1.300000E+01	0.000000E+00	-1.383972E-02	-6.154642E-02	-1.566342E-01	-2.291456E-01	-1.267458E-01	2.666922E-01	9.205366E-01	1.664088E+00	2.286994E+00	2.641981E+00	2.688950E+00	2.478770E+00	2.108062E+00	1.675920E+00	1.257937E+00	8.983807E-01	6.142509E-01	4.041170E-01	2.568987E-01	1.583570E-01	9.493584E-02	5.549499E-02	3.170084E-02	1.773046E-02	9.726083E-03	5.240516E-03	2.777184E-03	
1.400000E+01	0.000000E+00	-7.764374E-03	-3.626838E-02	-1.085706E-01	-2.073793E-01	-2.341982E-01	-5.549951E-02	3.928750E-01	1.044823E+00	1.735471E+00	2.287439E+00	2.586093E+00	2.607043E+00	2.399370E+00	2.048528E+00	1.641492E+00	1.245492E+00	9.011198E-01	6.251903E-01	4.178727E-01	2.701221E-01	1.694274E-01	1.034026E-01	6.155355E-02	3.581474E-02	2.040597E-02	1.140366E-02	6.259616E-03	
1.500000E+01	0.000000E+00	-4.280285E-03	-2.011070E-02	-6.811246E-02	-1.578957E-01	-2.432544E-01	-2.168034E-01	2.677384E-02	5.108060E-01	1.149468E+00	1.789087E+00	2.280068E+00	2.532473E+00	2.532920E+00	2.328291E+00	1.994856E+00	1.609736E+00	1.233212E+00	9.026516E-01	6.345200E-01	4.302018E-01	2.823344E-01	1.799079E-01	1.116027E-01	6.755059E-02	3.997425E-02	2.316811E-02	1.317149E-02	
1.600000E+01	0.000000E+00	-2.329073E-03	-1.053935E-02	-3.920454E-02	-1.066836E-01	-2.032024E-01	-2.626920E-01	-1.824017E-01	1.136679E-01	6.186973E-01	1.237310E+00	1.829008E+00	2.267352E+00	2.481346E+00	2.465434E+00	2.264152E+00	1.946120E+00	1.580313E+00	1.221175E+00	9.032278E-01	6.424933E-01	4.412806E-01	2.936250E-01	1.898233E-01	1.195258E-01	7.346280E-02	4.415610E-02	2.599912E-02	
1.700000E+01	0.000000E+00	-1.254872E-03	-5.208488E-03	-2.070383E-02	-6.516239E-02	-1.479497E-01	-2.404844E-01	-2.666983E-01	-1.360105E-01	2.009932E-01	7.161537E-01	1.310950E+00	1.858296E+00	2.250991E+00	2.432756E+00	2.403655E+00	2.205877E+00	1.901587E+00	1.552943E+00	1.209425E+00	9.030428E-01	6.493163E-01	4.512596E-01	3.040755E-01	1.992015E-01	1.271676E-01	7.927249E-02	4.834081E-02	
1.800000E+01	0.000000E+00	-6.709519E-04	-2.400536E-03	-9.877726E-03	-3.598509E-02	-9.643375E-02	-1.881624E-01	-2.678597E-01	-2.574362E-01	-8.174803E-02	2.861311E-01	8.035043E-01	1.372642E+00	1.879265E+00	2.232176E+00	2.386651E+00	2.346823E+00	2.152610E+00	1.860670E+00	1.527389E+00	1.197990E+00	9.022486E-01	6.551582E-01	4.602679E-01	3.137605E-01	2.080714E-01	1.345285E-01	8.496657E-02	
1.900000E+01	0.000000E+00	-3.565838E-04	-1.002885E-03	-4.058628E-03	-1.760527E-02	-5.647703E-02	-1.307232E-01	-2.245299E-01	-2.849482E-01	-2.373949E-01	-2.279766E-02	3.675305E-01	8.814268E-01	1.424294E+00	1.893685E+00	2.211747E+00	2.342927E+00	2.294312E+00	2.103660E+00	1.822891E+00	1.503453E+00	1.186883E+00	9.009651E-01	6.601587E-01	4.684167E-01	3.227473E-01	2.164618E-01	1.416117E-01	
2.000000E+01	0.000000E+00	-1.885934E-04	-3.512523E-04	-1.213746E-03	-7.136718E-03	-2.919295E-02	-8.137201E-02	-1.657116E-01	-2.552986E-01	-2.922820E-01	-2.089670E-01	3.846997E-02	4.443466E-01	9.507398E-01	1.467504E+00	1.902917E+00	2.190304E+00	2.301456E+00	2.245599E+00	2.058465E+00	1.787857E+00	1.480964E+00	1.176108E+00	8.992876E-01	6.644342E-01	4.758017E-01	3.310968E-01	2.244013E-01	
2.100000E+01	0.000000E+00	-9.935061E-05	-7.321428E-05	7.967571E-06	-1.802664E-03	-1.250819E-02	-4.481856E-02	-1.093683E-01	-1.994412E-01	-2.795841E-01	-2.908709E-01	-1.742653E-01	1.003370E-01	5.161942E-01	1.012290E+00	1.503600E+00	1.908021E+00	2.168282E+00	2.262100E+00	2.200248E+00	2.016560E+00	1.755242E+00	1.459776E+00	1.165661E+00	8.972926E-01	6.680822E-01	4.825060E-01	3.388639E-01	
2.200000E+01	0.000000E+00	-5.216543E-05	2.892745E-05	4.200717E-04	5.258052E-04	-3.420895E-03	-2.077424E-02	-6.412574E-02	-1.390243E-01	-2.304471E-01	-2.971394E-01	-2.819188E-01	-1.350675E-01	1.615888E-01	5.829804E-01	1.066895E+00	1.533684E+00	1.909825E+00	2.145992E+00	2.224721E+00	2.157885E+00	1.977557E+00	1.724771E+00	1.439763E+00	1.155538E+00	8.950418E-01	6.711847E-01	4.886018E-01	
2.300000E+01	0.000000E+00	-2.731390E-05	5.468974E-05	4.724622E-04	1.271604E-03	8.302515E-04	-6.698203E-03	-3.217698E-02	-8.640857E-02	-1.689890E-01	-2.577490E-01	-3.081446E-01	-2.666540E-01	-9.282428E-02	2.213891E-01	6.447943E-01	1.115312E+00	1.558674E+00	1.908984E+00	2.123661E+00	2.189185E+00	2.118197E+00	1.941131E+00	1.696214E+00	1.420817E+00	1.145730E+00	8.925854E-01	6.738113E-01	
2.400000E+01	0.000000E+00	-1.426735E-05	5.132078E-05	3.933158E-04	1.288587E-03	2.331445E-03	4.531690E-04	-1.211408E-02	-4.662622E-02	-1.107934E-01	-1.981204E-01	-2.807784E-01	-3.130405E-01	-2.462358E-01	-4.869401E-02	2.791819E-01	7.018333E-01	1.158230E+00	1.579334E+00	1.906017E+00	2.101452E+00	2.155365E+00	2.080910E+00	1.907004E+00	1.669371E+00	1.402842E+00	1.136227E+00	8.899643E-01	
2.500000E+01	0.000000E+00	-7.436942E-06	3.964237E-05	2.867806E-04	1.038916E-03	2.463166E-03	3.332750E-03	-1.072625E-03	-1.993911E-02	-6.378123E-02	-1.363781E-01	-2.255274E-01	-2.992880E-01	-3.124086E-01	-2.217092E-01	-3.586333E-03	3.346162E-01	7.543554E-01	1.196268E+00	1.596303E+00	1.901342E+00	2.079485E+00	2.123141E+00	2.045790E+00	1.874939E+00	1.644073E+00	1.385754E+00	1.127017E+00	
2.600000E+01	0.000000E+00	-3.869392E-06	2.783939E-05	1.932115E-04	7.442627E-04	2.040246E-03	3.892142E-03	3.938902E-03	-4.137149E-03	-3.023354E-02	-8.314441E-02	-1.623219E-01	-2.505638E-01	-3.132663E-01	-3.068898E-01	-1.939881E-01	4.179476E-02	3.874895E-01	8.026481E-01	1.229972E+00	1.610115E+00	1.895292E+00	2.057842E+00	2.092402E+00	2.012633E+00	1.844734E+00	1.620172E+00	1.369480E+00	
2.700000E+01	0.000000E+00	-2.009894E-06	1.845734E-05	1.232046E-04	4.930273E-04	1.488423E-03	3.394661E-03	5.390082E-03	3.799678E-03	-9.010565E-03	-4.287983E-02	-1.041437E-01	-1.878952E-01	-2.728006E-01	-3.228646E-01	-2.971309E-01	-1.638560E-01	8.691215E-02	4.377055E-01	8.470081E-01	1.259831E+00	1.621221E+00	1.888139E+00	2.036583E+00	2.063048E+00	1.981262E+00	1.816211E+00	1.597540E+00	
2.800000E+01	0.000000E+00	-1.042450E-06	1.176925E-05	7.531250E-05	3.075886E-04	9.959114E-04	2.564048E-03	5.036950E-03	6.716932E-03	2.598845E-03	-1.583086E-02	-5.762899E-02	-1.261955E-01	-2.124988E-01	-2.919889E-01	-3.283399E-01	-2.837525E-01	-1.319739E-01	1.313623E-01	4.852434E-01	8.877289E-01	1.286270E+00	1.630001E+00	1.880104E+00	2.015749E+00	2.034983E+00	1.951521E+00	1.789217E+00	
