1.000000E+00	2.000000E+01	6.851852E+00	2.347394E+00	8.041997E-01	2.755129E-01	9.438866E-02	3.233686E-02	1.107837E-02	3.795367E-03	1.300265E-03	4.454610E-04	1.526116E-04	5.228362E-05	1.791198E-05	6.136512E-06	2.102323E-06	7.202404E-07	2.467490E-07	8.453439E-08	2.896086E-08	9.921775E-09	3.399127E-09	1.164516E-09	3.989544E-10	1.366788E-10	4.682515E-11	1.604195E-11	5.495854E-12	
2.000000E+00	0.000000E+00	6.851852E+00	4.694787E+00	2.412599E+00	1.102051E+00	4.719433E-01	1.940211E-01	7.754857E-02	3.036293E-02	1.170238E-02	4.454610E-03	1.678728E-03	6.274034E-04	2.328557E-04	8.591116E-05	3.153485E-05	1.152385E-05	4.194734E-06	1.521619E-06	5.502563E-07	1.984355E-07	7.138166E-08	2.561934E-08	9.175952E-09	3.280292E-09	1.170629E-09	4.170907E-10	1.483880E-10	
3.000000E+00	0.000000E+00	4.151234E+00	5.191758E+00	3.874286E+00	2.320761E+00	1.229816E+00	6.026017E-01	2.796290E-01	1.246658E-01	5.389948E-02	2.274460E-02	9.410707E-03	3.830835E-03	1.538211E-03	6.104723E-04	2.398495E-04	9.341064E-05	3.609927E-05	1.385564E-05	5.285682E-06	2.005361E-06	7.570636E-07	2.845247E-07	1.064948E-07	3.971074E-08	1.475678E-08	5.466331E-09	2.018946E-09	
4.000000E+00	0.000000E+00	1.889575E+00	4.139073E+00	4.392911E+00	3.409023E+00	2.217756E+00	1.287988E+00	6.910284E-01	3.496828E-01	1.691691E-01	7.897346E-02	3.581454E-02	1.585669E-02	6.879966E-03	2.934030E-03	1.232732E-03	5.112395E-04	2.096086E-04	8.507168E-05	3.421558E-05	1.364979E-05	5.405464E-06	2.126373E-06	8.313835E-07	3.232524E-07	1.250423E-07	4.814152E-08	1.845374E-08	
5.000000E+00	0.000000E+00	6.322874E-01	2.589580E+00	3.900566E+00	3.898801E+00	3.098138E+00	2.124021E+00	1.313359E+00	7.524056E-01	4.064318E-01	2.095308E-01	1.039953E-01	5.001454E-02	2.342306E-02	1.072343E-02	4.813967E-03	2.124384E-03	9.234450E-04	3.960727E-04	1.678588E-04	7.037921E-05	2.922301E-05	1.202745E-05	4.910508E-06	1.990113E-06	8.010986E-07	3.204640E-07	1.274560E-07	
6.000000E+00	0.000000E+00	8.673413E-02	1.277070E+00	2.832912E+00	3.664438E+00	3.553990E+00	2.870812E+00	2.041737E+00	1.321781E+00	7.959363E-01	4.525034E-01	2.454915E-01	1.281082E-01	6.469676E-02	3.176998E-02	1.522734E-02	7.145538E-03	3.291113E-03	1.490927E-03	6.654874E-04	2.931170E-04	1.275601E-04	5.490849E-05	2.340080E-05	9.882163E-06	4.138305E-06	1.719588E-06	7.094289E-07	
7.000000E+00	0.000000E+00	-9.165982E-02	4.376269E-01	1.689730E+00	2.903329E+00	3.458276E+00	3.295430E+00	2.694806E+00	1.969721E+00	1.320908E+00	8.273065E-01	4.901416E-01	2.772957E-01	1.508912E-01	7.942013E-02	4.061553E-02	2.025473E-02	9.879370E-03	4.724743E-03	2.220134E-03	1.026836E-03	4.681678E-04	2.106925E-04	9.369936E-05	4.121883E-05	1.795170E-05	7.746436E-06	3.314229E-06	
8.000000E+00	0.000000E+00	-1.174078E-01	1.223076E-02	7.819220E-01	1.943197E+00	2.900505E+00	3.281581E+00	3.092034E+00	2.553038E+00	1.906336E+00	1.314755E+00	8.501454E-01	5.211169E-01	3.053606E-01	1.721731E-01	9.389630E-02	4.973804E-02	2.567936E-02	1.295928E-02	6.408036E-03	3.111038E-03	1.485533E-03	6.987349E-04	3.241647E-04	1.485049E-04	6.724749E-05	3.012727E-05	1.336399E-05	
9.000000E+00	0.000000E+00	-9.449282E-02	-1.468629E-01	2.027398E-01	1.062358E+00	2.098147E+00	2.864794E+00	3.129620E+00	2.926461E+00	2.435491E+00	1.850107E+00	1.305562E+00	8.668471E-01	5.467941E-01	3.301354E-01	1.919217E-01	1.079443E-01	5.896888E-02	3.139129E-02	1.632853E-02	8.318496E-03	4.158773E-03	2.043866E-03	9.889022E-04	4.716646E-04	2.220187E-04	1.032433E-04	4.747241E-05	
1.000000E+01	0.000000E+00	-6.453874E-02	-1.695405E-01	-9.211144E-02	4.094475E-01	1.279279E+00	2.191724E+00	2.814313E+00	2.997771E+00	2.788168E+00	2.335841E+00	1.799827E+00	1.294633E+00	8.790382E-01	5.682220E-01	3.520441E-01	2.101803E-01	1.214567E-01	6.818275E-02	3.729794E-02	1.993343E-02	1.043114E-02	5.355099E-03	2.701544E-03	1.341213E-03	6.561159E-04	3.166301E-04	1.508862E-04	
