0.000000E+00	-5.660071E-15	1.802537E-15	-1.380575E-15	
1.000000E+00	9.250942E-09	1.886350E-15	-1.380575E-15	
2.000000E+00	3.154860E-08	2.523981E-15	-1.380567E-15	
3.000000E+00	7.985552E-08	6.269962E-15	-1.380396E-15	
4.000000E+00	1.778068E-07	2.539475E-14	-1.377740E-15	
5.000000E+00	3.673126E-07	1.139022E-13	-1.346063E-15	
6.000000E+00	7.208913E-07	4.927596E-13	-1.039381E-15	
7.000000E+00	1.361279E-06	2.009938E-12	1.461279E-15	
8.000000E+00	2.492015E-06	7.735248E-12	1.908461E-14	
9.000000E+00	4.444259E-06	2.819631E-11	1.285107E-13	
1.000000E+01	7.747136E-06	9.770249E-11	7.360614E-13	
1.100000E+01	1.323153E-05	3.227807E-10	3.788040E-12	
1.200000E+01	2.218044E-05	1.019210E-09	1.779270E-11	
1.300000E+01	3.654277E-05	3.082291E-09	7.696235E-11	
1.400000E+01	5.923164E-05	8.943665E-09	3.086801E-10	
1.500000E+01	9.453233E-05	2.493898E-08	1.154591E-09	
1.600000E+01	1.486482E-04	6.692437E-08	4.047432E-09	
1.700000E+01	2.304129E-04	1.730610E-07	1.335451E-08	
1.800000E+01	3.521910E-04	4.317641E-07	4.163037E-08	
1.900000E+01	5.309652E-04	1.040431E-06	1.230200E-07	
2.000000E+01	7.895513E-04	2.424120E-06	3.456318E-07	
2.100000E+01	1.157739E-03	5.466342E-06	9.257194E-07	
2.200000E+01	1.672839E-03	1.194109E-05	2.369256E-06	
2.300000E+01	2.378370E-03	2.529155E-05	5.806982E-06	
2.400000E+01	3.317951E-03	5.198149E-05	1.365675E-05	
2.500000E+01	4.517722E-03	1.037500E-04	3.087293E-05	
2.600000E+01	5.942224E-03	2.011902E-04	6.719709E-05	
2.700000E+01	7.390323E-03	3.786485E-04	1.410306E-04	
2.800000E+01	8.257693E-03	6.833098E-04	2.857986E-04	
2.900000E+01	7.006422E-03	1.070853E-03	5.589643E-04	
3.000000E+01	0.000000E+00	0.000000E+00	0.000000E+00	
